id,numero,tema,pregunta,A,B,C,respuesta,archivo,requiere_figura
PREG202411060283,5954,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,5954.- ¿Con qué comienza una buena gestión del estrés en la cabina?,Saber qué causa el estrés.,Eliminando problemas de vida y estrés en la cabina.,Buen manejo del estrés de la vida.,C,DownloadBalotario (5).pdf,False
PREG202411060284,5955,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,5955.- Los pasajeros de un vuelo chárter han llegado casi una hora tarde a un vuelo que requiere reserva. ¿Cuál de las siguientes alternativas ilustra mejor la reacción de ANTIAUTORIDAD?,Estas reglas de reserva no se aplican a este vuelo.,"Si el piloto se apresura, es posible que aún llegue a tiempo.",El piloto no puede evitar que los pasajeros lleguen tarde.,A,DownloadBalotario (5).pdf,False
PREG202411060285,5956,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5956.- Mientras realiza una verificación operativa del sistema de presurización de la cabina, el piloto descubre que la función de control de velocidad no está operativa. Sabe que puede controlar manualmente la presión de la cabina, por lo que elige ignorar la discrepancia. ¿Cuál de las siguientes alternativas ilustra mejor la reacción de INVULNERABILIDAD?",Qué es lo peor que podría pasar.,Puedo manejar un pequeño problema como este.,Es demasiado tarde para arreglarlo ahora.,A,DownloadBalotario (5).pdf,False
PREG202411060286,5957,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,5957.- El piloto y los pasajeros están ansiosos por llegar a su destino para una presentación comercial. Se informa que las tormentas eléctricas de nivel IV están alineadas a lo largo de su ruta de vuelo prevista. ¿Cuál de las siguientes alternativas ilustra mejor la reacción de IMPULSIVIDAD?,"Quieren darse prisa y ponerse en marcha, antes de que las cosas empeoren.",Una tormenta no los detendrá.,"No pueden cambiar el clima, así que es mejor que se vayan.",A,DownloadBalotario (5).pdf,False
PREG202411060287,5958,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5958.- Durante un vuelo IFR, un piloto emerge de una nube y se encuentra a 300 pies de un helicóptero. ¿Cuál de las siguientes alternativas ilustra mejor la reacción 'MACHO'?",No está demasiado preocupado; todo va a estar bien.,"Vuela un poco más cerca, solo para mostrarle.","Rápidamente se da la vuelta y se sumerge, para evitar la colisión.",B,DownloadBalotario (5).pdf,False
PREG202411060288,5959,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5959.- Cuando un piloto reconoce un pensamiento peligroso, debe corregirlo aplicando el antídoto correspondiente. ¿Cuál de los siguientes es el antídoto para la actitud peligrosa ANTI-AUTORIDAD?",No tan rápido. Piensa primero.,No me pasará a mí. Me podría pasar.,No me lo digas. Sigue las reglas. Suelen tener razón.,C,DownloadBalotario (5).pdf,False
PREG202411060289,5960,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5960.- Un piloto y amigos volarán a un partido de fútbol fuera de la ciudad. Cuando llegan los pasajeros, el piloto determina que estarán por encima del peso bruto máximo para el despegue con la carga de combustible existente. ¿Cuál de las siguientes alternativas ilustra mejor la reacción de la RESIGNACIÓN?","Bueno, nadie le dijo sobre el peso extra.",El peso y el equilibrio es una formalidad impuesta a los pilotos por la AAC,"No puede esperar para descargar combustible, tienen que llegar a tiempo.",A,DownloadBalotario (5).pdf,False
PREG202411060290,5961,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,5961.- ¿Cuál de los siguientes es el paso final del modelo Decide para una gestión de riesgos eficaz y toma de decisiones aeronáuticas?,Estimar.,Evaluar.,Eliminar.,B,DownloadBalotario (5).pdf,False
PREG202411060291,5962,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,5962.- ¿Cuál de los siguientes es el primer paso del modelo Decide para la gestión eficaz de riesgos y la toma de decisiones aeronáuticas?,Detectar.,Identificar.,Evaluar.,A,DownloadBalotario (5).pdf,False
PREG202411060292,5963,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,5963.- El modelo Decide se compone de un proceso de 6 pasos para proporcionar al piloto una forma lógica de abordar la toma de decisiones aeronáuticas. Estos pasos son:,"detectar, estimar, elegir, identificar, hacer y evaluar.","determinar, evaluar, elegir, identificar, hacer y eliminar.","determinar, eliminar, elegir, identificar, detectar y evaluar.",A,DownloadBalotario (5).pdf,False
PREG202411060293,5964,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,5964.- El marcador de ³ final de calle de rodaje ´,indica que la calle de rodaje no continúa.,identifica el área donde están prohibidas las aeronaves.,proporciona una dirección de rodaje general a la calle de rodaje nombrada.,A,DownloadBalotario (5).pdf,False
PREG202411060294,5970,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5970.- (Refiérase la Figura 58.) Ha solicitado instrucciones de rodaje para el despegue utilizando la Pista 16. El controlador emite las siguientes instrucciones de rodaje: ""N123, Taxi a la pista 16."" ¿Dónde debe detenerse para cumplir con las instrucciones del controlador?",5 (cinco).,6 (seis).,9 (nueve).,A,DownloadBalotario (5).pdf,True
PREG202411060295,5972,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5972.- Una vez que un piloto al mando acepta una autorización de aterrizaje y espera corta (LAHSO), la autorización debe cumplirse, al igual que cualquier otra autorización ATC, a menos que:",se obtiene una autorización modificada o se produce una emergencia.,el viento cambia o la distancia de aterrizaje disponible disminuye.,la distancia de aterrizaje disponible disminuye o aumenta la densidad de altitud.,A,DownloadBalotario (5).pdf,False
PREG202411060296,5975,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5975.- Al girar hacia una calle de rodaje desde otra calle de rodaje, ¿cuál es el propósito de la señal direccional de la calle de rodaje?",Indica dirección a la pista de despegue.,Indica la designación y la dirección de la calle de salida de la pista.,Indica la designación y la dirección de la calle de rodaje que sale de una intersección.,C,DownloadBalotario (5).pdf,False
PREG202411060297,5976,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,5976.- ¿Qué debe considerar al planear aterrizar en otro aeropuerto?,Aterrizar y realizar procedimientos cortos.,Compruebe si hay marcas de aterrizaje y aeropuerto.,iluminación del aeropuerto mediante cableado continuo.,A,DownloadBalotario (5).pdf,False
PREG202411060298,5981,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,5981.- El letrero de posición de espera en la pista se encuentra en:,pistas que se cruzan con otras pistas.,calles de rodaje protegidas de una aeronave que se aproxima a una pista.,pistas que se cruzan con otras calles de rodaje.,A,DownloadBalotario (5).pdf,False
PREG202411060299,5982,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5982.- Las ""marcas de posición de espera en la pista"" en calles de rodaje:",identifican dónde se prohíbe el rodaje de las aeronaves cuando el control de tierra no los autoriza a continuar.,identifican dónde se supone que deben detenerse las aeronaves cuando no están autorizadas para avanzar hacia la pista.,permiten un permiso de aeronave en la pista.,B,DownloadBalotario (5).pdf,False
PREG202411060300,5983,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,5983.- (Refiérase a la Figura 57). Se le indica que debe rodar hasta la pista 10. Verá este letrero en una intersección de la calle de rodaje durante el rodaje. ¿De qué manera deberías proceder?,Izquierda.,Derecha.,Todo derecho.,C,DownloadBalotario (5).pdf,True
PREG202411060301,5983.1,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5983.1.- (Refiérase a la Figura 51, A.) Esta señal de calle de rodaje se esperaría:",en la intersección del extremo de salida de la pista 04/22 y la calle de rodaje.,cerca de la intersección de las pistas 04 y 22.,en una calle de rodaje que cruza la pista 04/22.,C,DownloadBalotario (5).pdf,True
PREG202411060302,5983.2,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5983.2.- (Refiérase a la Figura 61.) El control de tierra le ha dado instrucciones para rodar Alfa a Foxtrot a la pista activa. Según el letrero de la figura, ¿en qué dirección giraría en esta intersección para cumplir con el ATC?",No es necesario girar.,El giro se hará a la derecha.,El giro se hará a la izquierda.,C,DownloadBalotario (5).pdf,True
PREG202411060303,5984,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,5984.- (Refiérase a la Figura 64). Verá este letrero cuando se mantenga cerca de la pista. Recibe autorización para realizar un rodaje en retroceso en la pista para una salida completa de la pista 8. ¿En qué dirección debe girar la primera vez que rueda hacia la pista para el despegue?,Izquierda.,Derecha.,Necesita más información.,B,DownloadBalotario (5).pdf,True
PREG202411060304,5989,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5989.- La marca de ""barra de demarcación amarilla"" indica:",la pista con umbral desplazado que precede a la pista.,una línea de espera desde una calle de rodaje hasta una pista.,el comienzo de la pista disponible para aterrizar en el lado de aproximación.,A,DownloadBalotario (5).pdf,False
PREG202411060208,5083,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,5083.- La visibilidad mínima de vuelo para vuelos VFR aumenta a 5 millas terrestres a partir de una altitud de:,"a 14,500 pies MSL.","a 10,000 pies MSL si están por encima de 1,200 pies AGL.","a 10,000 pies MSL independientemente de la altura sobre el suelo.",B,DownloadBalotario (5).pdf,False
PREG202411060209,5083.1,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5083.1.- Su vuelo VFR se realizará por encima de 10,000 MSL en espacio aéreo Clase E. ¿Cuál es la visibilidad mínima de vuelo?",3 NM.,5 SM.,1 SM.,B,DownloadBalotario (5).pdf,False
PREG202411060210,5085,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5085.- ¿Cuáles son los requisitos mínimos de visibilidad de vuelo y proximidad a la nube para vuelos VFR, a 6.500 pies MSL, en espacio aéreo de Clase C, D y E?",1 milla de visibilidad; despejado de nubes.,"3 millas de visibilidad; 1,000 pies arriba y 500 pies abajo.","5 millas de visibilidad; 1,000 pies arriba y 1,000 pies abajo.",B,DownloadBalotario (5).pdf,False
PREG202411060211,5088,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5088.- Cuando se opera un avión con el propósito de aterrizar o despegar dentro del espacio aéreo Clase D bajo VFR especial, ¿qué distancia mínima de las nubes y qué visibilidad se requieren?",Manténgase libre de nubes y la visibilidad desde el suelo debe ser de al menos 1 SM.,500 pies debajo de las nubes y la visibilidad del suelo debe ser de al menos 1 SM.,Manténgase libre de nubes y la visibilidad del vuelo debe ser de al menos 1 NM.,A,DownloadBalotario (5).pdf,False
PREG202411060212,5089,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5089.- En algunos aeropuertos ubicados en el espacio aéreo de Clase D donde no se informa la visibilidad en tierra, se realizan despegues y aterrizajes bajo VFR especial:",no autorizado.,autorizado por ATC si la visibilidad del vuelo es de al menos 1 SM.,autorizado sólo si se observa que la visibilidad del suelo es de al menos 3 SM.,B,DownloadBalotario (5).pdf,False
PREG202411060213,5090,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5090.- Para operar un avión bajo ³ SPECIAL VFR (SVFR) ´ dentro del espacio aéreo Clase D durante la noche, ¿cuál se requiere?","El piloto debe tener una habilitación de instrumentos, pero el avión no necesita estar equipado para vuelo por instrumentos, siempre que el clima se mantenga en o por encima de los mínimos SVFR.",Un área SVFR nocturna. El espacio aéreo Clase D debe estar específicamente designado.,El piloto debe tener una habilitación de instrumentos y el avión debe estar equipado para vuelo por instrumentos.,C,DownloadBalotario (5).pdf,False
PREG202411060214,5091,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,5091.- Se requiere que se mantengan las altitudes de crucero VFR al volar:,"a 3,00 0 pies o más AGL, basado en el rumbo verdadero.","más de 3,000 pies AGL, basado en curso magnético.","a 3,000 pies o más sobre MSL, basado en rumbo magnético.",B,DownloadBalotario (5).pdf,False
PREG202411060215,5115,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5115.- Después de que se haya obtenido una autorización ATC, un piloto no puede desviarse de esa autorización, a menos que el piloto:",solicite una autorización modificada.,esté operando VFR en la parte superior.,recibe una autorización enmendada o tiene una emergencia.,C,DownloadBalotario (5).pdf,False
PREG202411060216,5116.1,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5116.1.- Al acercarse a aterrizar en un aeropuerto, sin una torre de control operativa, en espacio aéreo Clase G, el piloto debe:","hacer todos los giros a la izquierda, a menos que se indique lo contrario.",volar un patrón de tráfico por la izquierda a 800 pies AGL.,Ingresar y volar un patrón de tráfico a 800 pies AGL.,A,DownloadBalotario (5).pdf,False
PREG202411060217,5117,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5117.- Al operar una aeronave en las cercanías de un aeropuerto con una torre de control operativa, en el espacio aéreo de Clase E, un piloto debe establecer comunicaciones antes de:",8 NM y hasta 3000 pies AGL inclusive.,5 NM y hasta 3000 pies AGL inclusive.,4 NM y hasta 2500 pies AGL inclusive.,C,DownloadBalotario (5).pdf,False
PREG202411060218,5118,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5118.- Al acercarse a aterrizar en un aeropuerto con una instalación ATC, en espacio aéreo Clase D, el piloto debe establecer comunicaciones antes de:","10 NH, hasta 3000 pies AGL inclusive.","30 SM, y estar equipado con transpondedor.","4 NM, hasta 2500 pies AGL inclusive.",C,DownloadBalotario (5).pdf,False
PREG202411060219,5119.3,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,5119.3.- El radio del área exterior inexplorada del espacio aéreo Clase C es normalmente:,20 NM.,30 NM.,40 NM.,A,DownloadBalotario (5).pdf,False
PREG202411060220,5120.2,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,5120.2.- ¿Cuál de las siguientes afirmaciones es cierta respecto a las operaciones de vuelo en el espacio aéreo de Clase A?,La aeronave debe estar equipada con equipo de medición de distancia (DME) aprobado.,La aeronave debe estar equipada con un transpondedor ATC y un equipo de notificación de altitud.,Puede realizar operaciones bajo reglas de vuelo visual.,B,DownloadBalotario (5).pdf,False
PREG202411060221,5121,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5121.- Cuando la información meteorológica indique que existe una presión barométrica anormalmente alta o por encima de _____ pulgadas de mercurio, no se autorizarán operaciones de vuelo contrarias a los requisitos publicados en los NOTAM:",31.00.,32.00.,3050.,A,DownloadBalotario (5).pdf,False
PREG202411060222,5133,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,"5133.- Al planificar un vuelo nocturno, un piloto debe verificar:",disponibilidad y estado de los sistemas de iluminación de los aeropuertos de ruta y de destino.,luces rojas de rumbo en ruta.,ubicación de balizas de luz giratorias ´,A,DownloadBalotario (5).pdf,False
PREG202411060223,5134,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,5134.- Las balizas de luz que producen destellos rojos indican:,aviso de fin de pista al final de la salida.,que un piloto debe mantenerse alejado de un patrón de tráfico del aeropuerto y continuar dando vueltas.,obstrucciones o áreas consideradas peligrosas para la navegación aérea.,C,DownloadBalotario (5).pdf,False
PREG202411060224,5135,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,5135.- ¿Cuál es la primera indicación de volar en condiciones de visibilidad restringida cuando se opera VFR de noche?,Las luces de tierra comienzan a tomar la apariencia de estar rodeadas por un halo o resplandor.,Una desaparición gradual de luces en el suelo.,Las luces de la cabina comienzan a tomar la apariencia de un halo o brillan a su alrededor.,B,DownloadBalotario (5).pdf,False
PREG202411060225,5138,PROCEDIMIENTOS Y OPERACIONES DE AERÓDROMO,5138.- ¿Quién tiene la autoridad final para aceptar o rechazar cualquier autorización de aterrizaje y espera corta (LAHSO)?,Controlador de la torre de control.,Controlador de aproximación ATC.,Piloto al mando.,C,DownloadBalotario (5).pdf,False
PREG202411060147,5011,REGLAMENTACIÓN,5011.- La reglamentación que se refiere a operar una aeronave se relaciona con la persona que:,actúa como piloto al mando de la aeronave.,es el único manipulador de los controles de la aeronave.,hace que la aeronave sea utilizada o autoriza su uso.,C,DownloadBalotario (6).pdf,False
PREG202411060148,5018,REGLAMENTACIÓN,5018.- Los pilotos comerciales deben contar con una licencia vigente y apropiada en su posesión física o que sea de fácil acceso en la aeronave cuando:,piloteen solo para alquiler.,lleven pasajeros solamente.,actúen como tripulación de vuelo.,C,DownloadBalotario (6).pdf,False
PREG202411060149,A5021,REGLAMENTACIÓN,"A5021.- ¿Un certificado médico emitido a un piloto comercial el 10 de abril de este año le permite al piloto ejercer cuál de los siguientes privilegios, considerando que es menor de 40 años?",Privilegios de piloto comercial hasta el 10 de abril del próximo año.,"Privilegios de piloto comercial hasta el 10 de abril, 2 años después.","Privilegios de piloto privado hasta el 31 de marzo del próximo año, pero no después.",A,DownloadBalotario (6).pdf,False
PREG202411060150,A5022,REGLAMENTACIÓN,A5022.- ¿Cuándo se requiere que el piloto al mando tenga una habilitación de categoría y clase apropiada para la aeronave que vuela?,En todos los vuelos solo.,En aeronaves certificadas para más de un piloto.,En aeronaves certificadas para un solo piloto.,C,DownloadBalotario (6).pdf,False
PREG202411060151,A5023,REGLAMENTACIÓN,"A5023.- A menos que se autorice lo contrario, se requiere que el piloto al mando tenga una habilitación de tipo cuando opere cualquier:",avión certificado para un solo piloto.,helicóptero y aeronave de despegue vertical.,"aviones multimotores con menos de 5,700 kg de peso máximo certificado al despegue.",B,DownloadBalotario (6).pdf,False
PREG202411060152,N5024,REGLAMENTACIÓN,N5024.- ¿Cuál de las siguientes denominaciones son consideradas como habilitación de clase de aeronave?,"Transporte, normal, utilitario, acrobático.","Avión, aeronave a rotor, planeador, aeronave más liviana que el aire.","Monomotor terrestre, multimotor terrestre, hidroavión monomotor, hidroavión multimotor",C,DownloadBalotario (6).pdf,False
PREG202411060153,A5025,REGLAMENTACIÓN,A5025.- ¿Qué tiempo de vuelo puede registrar el piloto en la función de copiloto?,Todo el tiempo de vuelo actuando como copiloto en aeronaves certificadas para más de un piloto.,"Todo el tiempo de vuelo mientras esté desempeñándose como tal en una aeronave que, de acuerdo a su certificado tipo o requisitos operacionales, requiera más de un piloto.",Solo el tiempo de vuelo durante el cual el copiloto es el único manipulador de los controles.,B,DownloadBalotario (6).pdf,False
PREG202411060154,5028,REGLAMENTACIÓN,"5028.- Antes de transportar pasajeros en vuelo nocturno, el piloto al mando debe haber realizado los despegues y aterrizajes requeridos en:",cualquier tipo de aeronave.,la misma categoría y clase de aeronave que se utilizará.,"la misma categoría, clase y tipo de aeronave (si se requiere una habilitación de tipo).",C,DownloadBalotario (6).pdf,False
PREG202411060155,A5030,REGLAMENTACIÓN,"A5030.- Ningún piloto puede actuar como piloto al mando de una aeronave bajo IFR o en condiciones meteorológicas inferiores a los mínimos prescritos para VFR a menos que ese piloto, en los últimos 6 meses, haya realizado y registrado en condiciones reales o simuladas de instrumentos, al menos:","seis (6) horas de vuelo por instrumentos en condiciones IFR reales o simuladas; tres (3) de las cuales hayan sido efectuadas en la categoría de la aeronave involucrada, incluyendo por lo menos seis (6) aproximaciones instrumentales o realizado una verificación de competencia en la categoría de aeronave involucrada.",tres aproximaciones de instrumentos y 3 horas registradas de instrumentos.,seis vuelos por instrumentos y seis aproximaciones.,A,DownloadBalotario (6).pdf,False
PREG202411060156,A5031,REGLAMENTACIÓN,"A5031.- Para actuar como piloto al mando de una aeronave que requiera más de un piloto bajo el LAR 91, un piloto comercial debe haber completado satisfactoriamente un chequeo de vuelo o completado una verificación de competencia dentro de los:",6 meses calendario anteriores.,12 meses calendario anteriores.,24 meses calendario anteriores.,A,DownloadBalotario (6).pdf,False
PREG202411060157,A5044,REGLAMENTACIÓN,"A5044.- ¿Cuál de las siguientes afirmaciones no es correcta, en cuanto a las responsabilidades del piloto al mando conforme al LAR 91?","Notificar a la autoridad correspondiente más próxima, por el medio más rápido, cualquier accidente en relación con la aeronave, en el cual alguna persona resulte muerta o con lesiones graves o se causen daños de importancia a la aeronave o a la propiedad.",Garantizar la protección de la aeronave siempre que en la operación manipule los mandos.,"Cumplir las reglas de vuelo, excepto en circunstancias que sean absolutamente necesario por razones de seguridad",B,DownloadBalotario (6).pdf,False
PREG202411060158,5046,REGLAMENTACIÓN,5046.- Al operar una aeronave civil registrada en el Estado ¿Qué documento debe estar disponible en la aeronave?,Un manual de operaciones del fabricante.,Un manual de vuelo aprobado de la aeronave,Un manual del propietario.,B,DownloadBalotario (6).pdf,False
PREG202411060159,5049.1,REGLAMENTACIÓN,"5049.1.- ¿Cuándo se requieren medidas previas al vuelo, en relación con las alternativas disponibles, si el vuelo planificado no se puede completar?",Solo vuelos IFR.,Cualquier vuelo que no se encuentre en las inmediaciones de un aeródromo y para todos los vuelos IFR.,Cualquier vuelo realizado por remuneración o arrendamiento.,B,DownloadBalotario (6).pdf,False
PREG202411060160,5049.2,REGLAMENTACIÓN,5049.2.- Las medidas previas al vuelo relativas a los informes meteorológicos y los requisitos de combustible son aplicables a:,cualquier vuelo realizado por remuneración o arrendamiento,cualquier vuelo que no se encuentre en las inmediaciones de un aeródromo y para todos los vuelos IFR.,solo vuelos IFR.,B,DownloadBalotario (6).pdf,False
PREG202411060161,5049.3,REGLAMENTACIÓN,"5049.3.- Usted es piloto al mando de un vuelo VFR que cree estará dentro del rango de combustible de su aeronave. Como parte de su planificación previa al vuelo, debe:",estar familiarizado con todas las aproximaciones por instrumentos en el aeropuerto de destino.,incluir un aeropuerto alternativo en el plan de vuelo y confirmar el desempeño adecuado de despegue y aterrizaje en el aeropuerto de destino.,"obtener informes meteorológicos, pronósticos y cumplir requisitos de combustible para el vuelo.",C,DownloadBalotario (6).pdf,False
PREG202411060162,5050,REGLAMENTACIÓN,"5050.- Antes de comenzar cualquier vuelo bajo IFR, el piloto al mando debe familiarizarse con toda la información disponible sobre ese vuelo. Además, el piloto debe:",estar familiarizado con todas las aproximaciones por instrumentos en el aeropuerto de destino.,incluir un aeropuerto alternativo en el plan de vuelo y confirmar el desempeño adecuado de despegue y aterrizaje en el aeropuerto de destino.,"estar familiarizado con las longitudes de las pistas en los aeropuertos de uso previsto, los informes meteorológicos, los requisitos de combustible, las alternativas disponibles si el vuelo no se puede completar.",C,DownloadBalotario (6).pdf,False
PREG202411060163,5050.1,REGLAMENTACIÓN,5050.1.- ¿Cuál de los siguientes son algunos de los documentos necesarios a bordo de la aeronave durante un vuelo VFR?,"Comprobante de pago de seguro, itinerario de vuelo y libro de vuelo de la aeronave.","Cuadro (s) de sección (s) VFR para el área en la que ocurre el vuelo, libro de registro de la aeronave y libro de registro del motor.","Certificado de aeronavegabilidad, manual de vuelo aprobado del avión y certificado de registro (matrícula) de la aeronave.",C,DownloadBalotario (6).pdf,False
PREG202411060164,5051.1,REGLAMENTACIÓN,5051.1.- Los cinturones de seguridad de los miembros de la tripulación de vuelo requeridos deben estar abrochados:,solo durante el despegue y el aterrizaje.,mientras los miembros de la tripulación están en sus puestos.,solo durante el despegue y el aterrizaje cuando hay pasajeros a bordo del avión.,B,DownloadBalotario (6).pdf,False
PREG202411060165,5051.2,REGLAMENTACIÓN,5051.2.- Se requiere que cada miembro de la tripulación de vuelo mantenga su arnés de hombro abrochado:,durante el despegue y el aterrizaje solo cuando haya pasajeros a bordo de la aeronave.,"mientras se encuentra en su puesto, a menos que no pueda realizar las tareas requeridas.","durante el despegue y el aterrizaje, a menos que no pueda realizar las tareas requeridas.",C,DownloadBalotario (6).pdf,False
PREG202411060166,5051.3,REGLAMENTACIÓN,"5051.3.- Durante la verificación previa, usted descubre que uno de los asientos del pasajero tiene un arnés de hombro defectuoso. Todos los asientos están ocupados. Este vuelo es:",permitido.,no permitido.,permitido siempre que se notifique al pasajero sobre el arnés de hombro defectuoso.,B,DownloadBalotario (6).pdf,False
PREG202411060167,5051.4,REGLAMENTACIÓN,"5051.4.- Si uno de sus pasajeros afirma que prefiere no usar su arnés de hombro porque le resulta incómodo, ¿qué debería hacer usted?","Explicar que es un requisito obligatorio y que se usa el arnés de hombro durante el despegue, aterrizaje y movimiento en la superficie.",Permitirle usar el cinturón de seguridad durante todo el viaje sin el arnés de hombro.,Permitirle usar su cinturón de seguridad para despegar y aterrizar y el arnés de hombro mientras está en ruta.,A,DownloadBalotario (6).pdf,False
PREG202411060168,5052,REGLAMENTACIÓN,"5052.- El uso de cinturones de seguridad es requerido durante el movimiento en la superficie, despegues y aterrizajes para:","práctica de operación segura, pero no requerida por la reglamentación.",cada persona mayor de 2 años a bordo.,operaciones comerciales de pasajeros solamente.,B,DownloadBalotario (6).pdf,False
PREG202411060169,5056.1,REGLAMENTACIÓN,5056.1.- Los dispositivos electrónicos portátiles que puedan causar interferencia con el sistema de navegación o comunicación no se pueden operar en una aeronave civil:,en cualquier porción del espacio aéreo nacional.,dentro del Estado.,en las operaciones de transporte aéreo.,C,DownloadBalotario (6).pdf,False
PREG202411060170,5056.2,REGLAMENTACIÓN,5056.2.- Los dispositivos electrónicos portátiles que puedan causar interferencia con el sistema de navegación o comunicación no se pueden operar en aeronaves civiles registradas en el Estado:,bajo vuelos IFR.,en operaciones especiales.,en cualquier porción del espacio aéreo nacional.,A,DownloadBalotario (6).pdf,False
PREG202411060171,5064,REGLAMENTACIÓN,5064.- ¿Cuáles son los requisitos de oxígeno cuando se opera en altitudes de presión de cabina superiores a los 13.000 pies MSL?,Debe haber oxígeno disponible para la tripulación de vuelo.,No se requiere oxígeno a ninguna altitud en un globo.,La tripulación de vuelo y los pasajeros deben recibir oxígeno suplementario.,C,DownloadBalotario (6).pdf,False
PREG202411060172,5065,REGLAMENTACIÓN,5065.- ¿Cuál es el equipo necesario para las aeronaves propulsadas durante los vuelos nocturnos VFR?,Sistema de luces anticolisión.,Indicador de dirección giroscópico.,Indicador giroscópico de inclinación.,A,DownloadBalotario (6).pdf,False
PREG202411060173,5066,REGLAMENTACIÓN,5066.- ¿Cuál es el equipo necesario que requieren las aeronaves propulsadas durante los vuelos nocturnos VFR?,Linterna con lente roja.,Una luz de aterrizaje eléctrica.,Altímetro sensible ajustable para presión barométrica.,B,DownloadBalotario (6).pdf,False
PREG202411060174,5067,REGLAMENTACIÓN,"5067.- Se requiere equipo de flotación individual aprobado, fácilmente disponible para cada ocupante, en cada aeronave si se vuela sobre el agua:",en aeronaves hidroavión a más de 50 NM de la costa.,más allá de la distancia de planeo desde la costa.,a más de 50 millas terrestres de la costa.,B,DownloadBalotario (6).pdf,False
PREG202411060175,5068.2,REGLAMENTACIÓN,"5068.2.- ¿Cuál es la afirmación correcta respecto a las limitaciones operativas de un avión de categoría ³ restringida ´""",Se requiere que un piloto de un avión de categoría restringida posea una licencia de piloto comercial.,Un avión de categoría restringida está limitado a un radio de operación de 25 millas desde su base de operaciones.,Ninguna persona puede operar un avión de categoría restringida que transporte pasajeros o propiedades por remuneración o arrendamiento.,C,DownloadBalotario (6).pdf,False
PREG202411060176,5068.3,REGLAMENTACIÓN,5068.3.- ¿Cuál es la afirmación correcta respecto a las limitaciones operativas de un avión de categoría 'primaria'?,Un avión de categoría 'primaria' está limitado a un radio operativo específico desde su base de operaciones.,Ninguna persona puede operar un avión de categoría 'primaria' que transporte pasajeros o propiedad por remuneración o arrendamiento.,Un piloto de un avión de categoría 'primaria' debe tener una licencia de piloto comercial cuando transporta pasajeros por remuneración o arrendamiento.,B,DownloadBalotario (6).pdf,False
PREG202411060177,5068.4,REGLAMENTACIÓN,5068.4.- Las limitaciones operativas de una aeronave se pueden encontrar en el:,manual de vuelo de la aeronave aprobado por la AAC.,manual del propietario publicado por el fabricante de la aeronave.,"manual de vuelo de la aeronave aprobado, marcas, listas y placas o cualquier combinación de los mismos.",C,DownloadBalotario (6).pdf,False
PREG202411060178,5069,REGLAMENTACIÓN,5069.- El transporte de pasajeros:,"no está autorizado en una aeronave de categoría ""utilitaria"".",no está autorizado en una aeronave de categoría 'limitada'.,está autorizado en aeronaves de categoría 'restringida'.,B,DownloadBalotario (6).pdf,False
